date,Open,High,Low,Close,Volume
2015-01-21 11:30:00,8711.35,8717.95,8706.15,8707.9,0
2015-01-21 11:45:00,8707.7,8719.75,8707.4,8719.1,0
2015-01-21 12:00:00,8719.55,8728.45,8718.45,8720.25,0
2015-01-21 12:15:00,8719.9,8724.75,8715.95,8723.0,0
2015-01-21 12:30:00,8723.35,8723.4,8709.8,8720.0,0
2015-01-21 12:45:00,8720.05,8720.25,8703.05,8715.2,0
2015-01-21 13:00:00,8715.3,8722.25,8708.3,8719.8,0
2015-01-21 13:15:00,8719.75,8727.4,8716.55,8718.2,0
2015-01-21 13:30:00,8717.7,8734.6,8717.55,8728.0,0
2015-01-21 13:45:00,8727.3,8727.55,8720.1,8725.45,0
2015-01-21 14:00:00,8725.05,8728.8,8712.25,8715.3,0
2015-01-21 14:15:00,8715.1,8716.1,8703.2,8709.95,0
2015-01-21 14:30:00,8709.95,8726.05,8709.8,8721.05,0
2015-01-21 14:45:00,8721.25,8732.1,8720.4,8723.0,0
2015-01-21 15:00:00,8723.15,8733.7,8723.15,8730.7,0
2015-01-21 15:15:00,8731.3,8734.8,8723.6,8728.05,0
2015-01-22 09:15:00,8745.85,8754.55,8737.7,8741.55,0
2015-01-22 09:30:00,8740.8,8754.8,8735.0,8754.65,0
2015-01-22 09:45:00,8753.9,8764.25,8751.45,8760.55,0
2015-01-22 10:00:00,8760.5,8762.15,8751.6,8762.05,0
2015-01-22 10:15:00,8764.15,8767.15,8760.05,8766.9,0
2015-01-22 10:30:00,8766.1,8771.75,8764.1,8768.15,0
2015-01-22 10:45:00,8768.15,8772.45,8752.75,8752.8,0
2015-01-22 11:00:00,8751.85,8758.55,8747.8,8754.7,0
2015-01-22 11:15:00,8754.85,8756.3,8750.05,8755.35,0
2015-01-22 11:30:00,8754.95,8761.15,8754.4,8760.7,0
2015-01-22 11:45:00,8760.9,8765.6,8754.75,8760.9,0
2015-01-22 12:00:00,8759.9,8765.15,8757.8,8758.45,0
2015-01-22 12:15:00,8757.5,8760.95,8752.2,8752.35,0
2015-01-22 12:30:00,8752.75,8758.5,8744.5,8755.15,0
2015-01-22 12:45:00,8753.65,8755.95,8746.0,8746.6,0
2015-01-22 13:00:00,8745.8,8749.05,8741.55,8746.65,0
2015-01-22 13:15:00,8746.55,8753.25,8743.5,8749.0,0
2015-01-22 13:30:00,8749.15,8761.8,8744.35,8748.45,0
2015-01-22 13:45:00,8748.25,8752.6,8741.0,8743.15,0
2015-01-22 14:00:00,8742.2,8742.4,8728.75,8735.35,0
2015-01-22 14:15:00,8735.05,8748.45,8727.15,8741.7,0
2015-01-22 14:30:00,8741.4,8746.3,8737.55,8740.7,0
2015-01-22 14:45:00,8740.5,8744.1,8735.05,8735.55,0
2015-01-22 15:00:00,8735.65,8761.2,8735.65,8760.3,0
2015-01-22 15:15:00,8759.95,8774.0,8759.95,8762.2,0
2015-01-23 09:15:00,8827.95,8860.75,8827.95,8851.75,0
2015-01-23 09:30:00,8852.8,8866.15,8851.85,8857.7,0
2015-01-23 09:45:00,8857.55,8863.7,8853.65,8853.65,0
2015-01-23 10:00:00,8854.25,8860.95,8843.15,8843.7,0
2015-01-23 10:15:00,8843.25,8843.75,8807.55,8813.85,0
2015-01-23 10:30:00,8813.15,8821.85,8804.35,8818.3,0
2015-01-23 10:45:00,8818.3,8819.1,8803.85,8806.75,0
2015-01-23 11:00:00,8806.8,8808.85,8795.6,8806.15,0
2015-01-23 11:15:00,8805.6,8811.55,8799.8,8805.1,0
2015-01-23 11:30:00,8805.4,8810.5,8799.5,8808.95,0
2015-01-23 11:45:00,8809.4,8820.95,8806.15,8814.8,0
2015-01-23 12:00:00,8814.85,8816.35,8807.2,8807.7,0
2015-01-23 12:15:00,8807.5,8815.45,8807.15,8811.65,0
2015-01-23 12:30:00,8811.65,8815.1,8811.3,8812.7,0
2015-01-23 12:45:00,8812.85,8815.35,8809.25,8814.75,0
2015-01-23 13:00:00,8814.8,8827.9,8814.3,8822.4,0
2015-01-23 13:15:00,8822.65,8827.45,8818.45,8824.1,0
2015-01-23 13:30:00,8824.15,8826.0,8806.7,8810.05,0
2015-01-23 13:45:00,8809.7,8837.0,8809.5,8834.4,0
2015-01-23 14:00:00,8834.3,8836.8,8828.45,8830.35,0
2015-01-23 14:15:00,8830.1,8831.55,8822.8,8827.65,0
2015-01-23 14:30:00,8827.55,8830.7,8821.55,8822.4,0
2015-01-23 14:45:00,8822.2,8829.6,8819.25,8826.1,0
2015-01-23 15:00:00,8827.45,8849.6,8827.4,8834.85,0
2015-01-23 15:15:00,8834.9,8837.05,8822.35,8823.55,0
2015-01-27 09:15:00,8871.35,8874.7,8826.1,8849.3,0
2015-01-27 09:30:00,8849.0,8855.85,8837.75,8854.5,0
2015-01-27 09:45:00,8854.25,8857.8,8847.3,8857.1,0
2015-01-27 10:00:00,8857.3,8858.65,8851.05,8854.3,0
2015-01-27 10:15:00,8853.95,8861.15,8853.8,8856.2,0
2015-01-27 10:30:00,8856.1,8858.6,8847.85,8850.3,0
2015-01-27 10:45:00,8850.3,8853.55,8847.25,8849.3,0
2015-01-27 11:00:00,8848.5,8851.45,8840.05,8847.15,0
2015-01-27 11:15:00,8847.7,8850.05,8842.4,8843.55,0
2015-01-27 11:30:00,8843.8,8846.15,8832.45,8837.55,0
2015-01-27 11:45:00,8837.6,8840.0,8826.0,8832.75,0
2015-01-27 12:00:00,8832.65,8836.0,8825.55,8833.45,0
2015-01-27 12:15:00,8833.45,8843.65,8833.1,8843.65,0
2015-01-27 12:30:00,8843.45,8843.8,8833.35,8842.25,0
2015-01-27 12:45:00,8841.8,8841.8,8834.95,8836.3,0
2015-01-27 13:00:00,8836.7,8853.0,8835.3,8850.2,0
2015-01-27 13:15:00,8849.6,8853.55,8846.55,8848.05,0
2015-01-27 13:30:00,8848.05,8864.45,8846.0,8851.0,0
2015-01-27 13:45:00,8850.85,8852.9,8842.55,8849.45,0
2015-01-27 14:00:00,8849.85,8853.5,8846.5,8851.15,0
2015-01-27 14:15:00,8850.8,8873.1,8850.55,8872.2,0
2015-01-27 14:30:00,8873.35,8888.0,8866.5,8883.6,0
2015-01-27 14:45:00,8883.35,8899.1,8883.35,8895.75,0
2015-01-27 15:00:00,8896.15,8924.95,8896.15,8915.5,0
2015-01-27 15:15:00,8915.35,8916.3,8902.0,8904.2,0
2015-01-28 09:15:00,8902.75,8909.35,8892.65,8904.7,0
2015-01-28 09:30:00,8904.55,8917.95,8889.95,8889.95,0
2015-01-28 09:45:00,8889.65,8903.7,8889.35,8902.9,0
2015-01-28 10:00:00,8902.95,8915.55,8901.45,8909.15,0
2015-01-28 10:15:00,8910.15,8910.15,8898.5,8906.2,0
2015-01-28 10:30:00,8906.6,8909.65,8898.4,8899.05,0
2015-01-28 10:45:00,8898.75,8914.85,8898.75,8914.85,0
2015-01-28 11:00:00,8914.4,8930.65,8912.1,8928.0,0
2015-01-28 11:15:00,8928.7,8957.3,8928.0,8957.2,0
2015-01-28 11:30:00,8957.1,8957.85,8946.8,8954.8,0
2015-01-28 11:45:00,8954.6,8961.8,8950.2,8954.55,0
2015-01-28 12:00:00,8954.65,8960.15,8951.45,8955.3,0
2015-01-28 12:15:00,8955.25,8978.3,8953.4,8976.85,0
2015-01-28 12:30:00,8976.45,8985.05,8927.7,8944.1,0
2015-01-28 12:45:00,8943.7,8946.2,8917.3,8928.2,0
2015-01-28 13:00:00,8928.3,8932.8,8907.55,8928.7,0
2015-01-28 13:15:00,8928.15,8936.7,8907.7,8912.35,0
2015-01-28 13:30:00,8913.3,8924.85,8903.2,8908.4,0
2015-01-28 13:45:00,8908.1,8914.0,8892.45,8900.85,0
2015-01-28 14:00:00,8900.7,8919.95,8899.5,8907.75,0
2015-01-28 14:15:00,8907.8,8908.55,8880.3,8890.65,0
2015-01-28 14:30:00,8890.65,8900.9,8874.2,8877.8,0
2015-01-28 14:45:00,8877.3,8900.05,8875.9,8898.6,0
2015-01-28 15:00:00,8898.55,8923.75,8898.55,8920.05,0
2015-01-28 15:15:00,8920.25,8921.0,8905.0,8906.8,0
2015-01-29 09:15:00,8901.5,8901.5,8862.15,8870.65,0
2015-01-29 09:30:00,8870.7,8877.5,8861.65,8872.95,0
2015-01-29 09:45:00,8872.75,8884.35,8869.55,8880.3,0
2015-01-29 10:00:00,8880.45,8885.45,8868.8,8873.4,0
2015-01-29 10:15:00,8873.6,8888.85,8873.0,8883.1,0
2015-01-29 10:30:00,8883.25,8892.65,8879.55,8890.35,0
2015-01-29 10:45:00,8890.4,8890.8,8877.6,8878.85,0
2015-01-29 11:00:00,8879.15,8883.5,8872.75,8872.75,0
2015-01-29 11:15:00,8872.7,8874.3,8863.4,8867.7,0
2015-01-29 11:30:00,8867.6,8880.4,8865.85,8877.55,0
2015-01-29 11:45:00,8877.65,8889.95,8876.2,8887.1,0
2015-01-29 12:00:00,8887.05,8907.45,8885.45,8900.15,0
2015-01-29 12:15:00,8898.75,8900.0,8886.55,8888.05,0
2015-01-29 12:30:00,8887.55,8891.05,8885.9,8887.45,0
2015-01-29 12:45:00,8886.45,8888.1,8875.15,8883.95,0
2015-01-29 13:00:00,8883.9,8889.55,8874.35,8876.65,0
2015-01-29 13:15:00,8875.95,8886.05,8872.0,8886.05,0
2015-01-29 13:30:00,8885.0,8904.95,8883.9,8894.6,0
2015-01-29 13:45:00,8893.15,8901.1,8890.75,8895.75,0
2015-01-29 14:00:00,8895.45,8896.5,8875.95,8883.2,0
2015-01-29 14:15:00,8882.9,8885.25,8874.9,8878.2,0
2015-01-29 14:30:00,8878.4,8899.0,8871.35,8887.75,0
2015-01-29 14:45:00,8888.15,8899.85,8884.2,8894.2,0
2015-01-29 15:00:00,8895.5,8966.2,8895.5,8953.45,0
2015-01-29 15:15:00,8954.05,8958.6,8945.05,8950.2,0
2015-01-30 09:15:00,8996.6,8996.6,8942.5,8949.1,0
2015-01-30 09:30:00,8949.35,8955.5,8933.7,8941.0,0
2015-01-30 09:45:00,8940.7,8941.5,8917.4,8925.5,0
2015-01-30 10:00:00,8926.55,8934.1,8920.1,8925.6,0
2015-01-30 10:15:00,8925.8,8935.5,8923.1,8933.85,0
2015-01-30 10:30:00,8934.35,8938.0,8911.65,8919.4,0
2015-01-30 10:45:00,8919.5,8921.1,8900.7,8904.5,0
2015-01-30 11:00:00,8903.85,8905.3,8861.95,8868.1,0
2015-01-30 11:15:00,8867.85,8882.3,8853.3,8855.0,0
2015-01-30 11:30:00,8854.6,8863.75,8820.5,8830.85,0
2015-01-30 11:45:00,8830.4,8848.95,8827.8,8834.55,0
2015-01-30 12:00:00,8833.1,8840.1,8828.75,8834.85,0
2015-01-30 12:15:00,8834.65,8858.25,8833.25,8846.05,0
2015-01-30 12:30:00,8845.6,8853.05,8830.95,8833.6,0
2015-01-30 12:45:00,8833.25,8844.75,8831.75,8843.8,0
2015-01-30 13:00:00,8844.0,8845.1,8829.1,8835.1,0
2015-01-30 13:15:00,8834.85,8839.45,8828.35,8832.7,0
2015-01-30 13:30:00,8832.55,8854.1,8827.4,8851.9,0
2015-01-30 13:45:00,8851.45,8854.25,8837.05,8839.95,0
2015-01-30 14:00:00,8841.6,8844.05,8798.55,8799.1,0
2015-01-30 14:15:00,8799.7,8807.0,8775.6,8783.3,0
2015-01-30 14:30:00,8782.8,8809.2,8779.55,8808.2,0
2015-01-30 14:45:00,8808.1,8810.1,8784.45,8796.8,0
2015-01-30 15:00:00,8796.95,8823.75,8796.25,8808.05,0
2015-01-30 15:15:00,8807.95,8824.35,8798.1,8821.45,0
2015-02-02 09:15:00,8802.5,8807.8,8772.45,8788.1,0
2015-02-02 09:30:00,8787.95,8797.05,8772.8,8787.1,0
2015-02-02 09:45:00,8786.75,8797.95,8780.35,8797.8,0
2015-02-02 10:00:00,8797.6,8797.6,8775.65,8777.25,0
2015-02-02 10:15:00,8776.85,8786.4,8775.6,8784.8,0
2015-02-02 10:30:00,8784.55,8796.95,8772.65,8795.35,0
2015-02-02 10:45:00,8795.5,8805.25,8785.1,8786.9,0
2015-02-02 11:00:00,8786.2,8793.4,8785.25,8786.75,0
2015-02-02 11:15:00,8786.3,8792.35,8782.45,8784.05,0
2015-02-02 11:30:00,8783.75,8790.8,8777.9,8781.25,0
2015-02-02 11:45:00,8780.75,8782.9,8756.25,8759.65,0
2015-02-02 12:00:00,8759.35,8769.8,8751.45,8768.5,0
2015-02-02 12:15:00,8767.85,8769.75,8752.85,8760.4,0
2015-02-02 12:30:00,8759.85,8768.4,8759.2,8764.6,0
2015-02-02 12:45:00,8764.8,8765.4,8754.65,8759.05,0
2015-02-02 13:00:00,8759.0,8762.7,8755.85,8758.45,0
2015-02-02 13:15:00,8758.8,8778.9,8755.35,8778.9,0
2015-02-02 13:30:00,8779.2,8839.05,8777.4,8810.7,0
2015-02-02 13:45:00,8811.9,8828.1,8807.9,8810.7,0
2015-02-02 14:00:00,8810.1,8839.9,8809.15,8826.25,0
2015-02-02 14:15:00,8825.9,8826.8,8801.7,8802.05,0
2015-02-02 14:30:00,8802.3,8806.95,8779.45,8785.25,0
2015-02-02 14:45:00,8783.25,8792.65,8775.35,8783.8,0
2015-02-02 15:00:00,8784.45,8806.2,8784.4,8797.05,0
2015-02-02 15:15:00,8797.1,8803.55,8789.6,8798.15,0
2015-02-03 09:15:00,8823.15,8836.45,8813.05,8817.65,0
2015-02-03 09:30:00,8818.35,8829.45,8813.7,8817.1,0
2015-02-03 09:45:00,8817.15,8821.75,8802.95,8802.95,0
2015-02-03 10:00:00,8803.35,8809.25,8798.2,8801.2,0
2015-02-03 10:15:00,8801.45,8806.5,8786.45,8794.0,0
2015-02-03 10:30:00,8793.85,8810.4,8791.4,8806.3,0
2015-02-03 10:45:00,8806.35,8806.5,8793.45,8801.3,0
2015-02-03 11:00:00,8802.15,8836.05,8768.7,8828.45,0
2015-02-03 11:15:00,8827.6,8827.6,8808.35,8808.85,0
2015-02-03 11:30:00,8808.9,8808.9,8791.2,8794.15,0
2015-02-03 11:45:00,8794.2,8795.3,8729.7,8734.2,0
2015-02-03 12:00:00,8733.85,8757.3,8733.85,8741.65,0
2015-02-03 12:15:00,8741.4,8747.3,8728.85,8739.25,0
2015-02-03 12:30:00,8740.0,8758.75,8739.7,8758.15,0
2015-02-03 12:45:00,8758.1,8758.1,8736.95,8737.25,0
2015-02-03 13:00:00,8737.4,8744.4,8726.65,8733.6,0
2015-02-03 13:15:00,8734.2,8742.55,8731.45,8739.3,0
2015-02-03 13:30:00,8739.5,8760.7,8735.15,8756.35,0
2015-02-03 13:45:00,8756.15,8795.8,8755.35,8777.5,0
2015-02-03 14:00:00,8777.85,8787.7,8768.8,8770.35,0
2015-02-03 14:15:00,8770.6,8783.4,8767.3,8783.15,0
2015-02-03 14:30:00,8783.55,8784.15,8752.75,8759.7,0
2015-02-03 14:45:00,8759.65,8779.15,8754.85,8772.0,0
2015-02-03 15:00:00,8771.55,8777.8,8757.6,8761.8,0
